Date,EUtranCell,PS Data Volume(GB),Users,Vendor,Region,PID
2021-01-13 12:00:00,Cell_300,73.38563555829897,127,Vendor_B,North,2195
2021-01-13 13:00:00,Cell_301,17.89986361742023,470,Vendor_B,South,1270
2021-01-13 14:00:00,Cell_302,97.35641931003306,104,Vendor_B,South,1099
2021-01-13 15:00:00,Cell_303,61.12796456037977,819,Vendor_B,West,2401
2021-01-13 16:00:00,Cell_304,24.61315304794845,164,Vendor_B,East,2069
2021-01-13 17:00:00,Cell_305,90.58349587601089,190,Vendor_B,North,3562
2021-01-13 18:00:00,Cell_306,67.69043284309511,710,Vendor_C,North,1311
2021-01-13 19:00:00,Cell_307,1.140600783346355,783,Vendor_A,West,8203
2021-01-13 20:00:00,Cell_308,63.29975919218865,575,Vendor_A,North,1772
2021-01-13 21:00:00,Cell_309,88.10670970475692,179,Vendor_B,North,2066
2021-01-13 22:00:00,Cell_310,49.724189971476754,396,Vendor_B,South,8895
2021-01-13 23:00:00,Cell_311,1.6272213407182745,393,Vendor_C,West,9558
2021-01-14 00:00:00,Cell_312,92.0223392177524,256,Vendor_A,West,8608
2021-01-14 01:00:00,Cell_313,95.16258095251189,294,Vendor_B,North,9022
2021-01-14 02:00:00,Cell_314,39.07074775626846,793,Vendor_C,West,1737
2021-01-14 03:00:00,Cell_315,78.6341124103515,902,Vendor_C,West,1212
2021-01-14 04:00:00,Cell_316,59.308590171429806,804,Vendor_B,South,7640
2021-01-14 05:00:00,Cell_317,29.901380353452698,764,Vendor_B,North,9900
2021-01-14 06:00:00,Cell_318,35.4868253206055,227,Vendor_C,North,8755
2021-01-14 07:00:00,Cell_319,27.53366116886016,632,Vendor_A,North,7342
2021-01-14 08:00:00,Cell_320,41.72239221161155,176,Vendor_A,North,6440
2021-01-14 09:00:00,Cell_321,58.52057344267758,597,Vendor_B,South,6255
2021-01-14 10:00:00,Cell_322,85.90832234814593,874,Vendor_A,South,6966
2021-01-14 11:00:00,Cell_323,78.67020508142166,924,Vendor_B,South,8769
2021-01-14 12:00:00,Cell_324,99.15506698063672,851,Vendor_B,East,4752
2021-01-14 13:00:00,Cell_325,58.067816931125165,575,Vendor_B,South,5216
2021-01-14 14:00:00,Cell_326,75.07250232749729,734,Vendor_C,South,4385
2021-01-14 15:00:00,Cell_327,18.93213127868304,115,Vendor_A,North,2307
2021-01-14 16:00:00,Cell_328,64.81175369072876,627,Vendor_B,South,6610
2021-01-14 17:00:00,Cell_329,62.91882155063988,750,Vendor_A,North,5539
2021-01-14 18:00:00,Cell_330,64.89652249147724,710,Vendor_A,West,1617
2021-01-14 19:00:00,Cell_331,26.75555647102615,470,Vendor_B,South,7429
2021-01-14 20:00:00,Cell_332,49.97166323258427,261,Vendor_A,East,5884
2021-01-14 21:00:00,Cell_333,11.097781712968672,505,Vendor_C,North,6702
2021-01-14 22:00:00,Cell_334,88.59280194470803,900,Vendor_C,East,8250
2021-01-14 23:00:00,Cell_335,15.349229009789173,19,Vendor_C,West,5664
2021-01-15 00:00:00,Cell_336,91.10947888049603,227,Vendor_C,West,4759
2021-01-15 01:00:00,Cell_337,94.51253145041153,421,Vendor_B,South,3893
2021-01-15 02:00:00,Cell_338,84.87449147869013,990,Vendor_B,West,4983
